MOS,y_test_pred,y_test_pred_logistic
50.8675,43.69163131713867,67.53355576039758
46.8902,29.323612213134766,50.62992334003502
31.2785,28.745925903320312,49.73352436911955
87.2287,60.89653396606445,78.56894146531704
69.9652,34.141258239746094,57.37290010933066
76.8312,61.24461364746094,78.72487560879381
66.4892,39.23598861694336,63.25815996040183
77.4551,50.119140625,72.53441398520954
39.123,41.009159088134766,65.04855759277416
74.1071,46.324283599853516,69.73353574013163
57.3204,27.75884437561035,48.15464232150407
81.0943,52.55855941772461,74.12900579543202
75.7143,38.405487060546875,62.37630818273465
86.1709,61.35451889038086,78.77367563605367
37.8824,27.902538299560547,48.38826092086674
73.4245,47.897552490234375,70.94493434086326
65.3693,56.89329147338867,76.61567775491858
72.0794,45.06566619873047,68.70976578595582
82.8776,43.500823974609375,67.3652071927936
64.1244,44.983787536621094,68.64141787961125
78.5928,43.16704177856445,67.06770027098537
77.2019,47.6878776550293,70.7877242245886
58.6099,35.251708984375,58.75651575194206
27.2126,28.794700622558594,49.80998655939766
64.193,38.74536895751953,62.740641156735364
63.7011,57.81711196899414,77.09371603584441
44.152,32.57645034790039,55.319225003244355
58.7207,38.923099517822266,62.92925435891084
70.6193,41.94111251831055,65.94135593972169
56.4128,37.81297302246094,61.72957376012346
39.3422,37.13836669921875,60.97491756534146
47.1299,28.673006057739258,49.61894088250119
26.0497,20.425622940063477,34.32715299689153
70.0112,49.10548782348633,71.82614039462351
71.3464,52.35695266723633,74.0028638503718
76.7188,55.61429977416992,75.92493114613171
73.7705,57.113895416259766,76.73139279105817
59.2645,51.265899658203125,73.30283001979114
73.5285,44.18286895751953,67.96128413759288
58.382,41.11399459838867,65.15060663723852
59.2601,42.103248596191406,66.0934117823781
52.7733,33.06589126586914,55.9750131615001
37.062,22.823787689208984,39.28792537623667
42.6774,24.779863357543945,43.0064197305619
87.7442,60.092933654785156,78.20079700715723
71.6954,48.73030471801758,71.55684569582809
69.2067,67.0855712890625,81.05048239220923
67.3736,32.011226654052734,54.54625263523485
89.7447,66.78240203857422,80.94229904428357
75.619,34.03670883178711,57.23953780629381
85.2941,65.87065887451172,80.60917758700089
82.8227,45.96699142456055,69.44797263380315
36.2614,18.53606414794922,30.080529020691756
78.8095,42.27976989746094,66.25787508185022
72.3743,58.52259826660156,77.44741179987614
80.995,43.79636001586914,67.62542934488738
45.2158,28.17569351196289,48.82878701557638
81.0055,70.89799499511719,82.30766532341659
90.2448,62.216678619384766,79.14935806447465
71.1987,52.774757385253906,74.2631856246444
67.1576,43.21162414550781,67.10766062875337
82.8444,53.726505279541016,74.84067466760462
69.7869,27.18178939819336,47.203247804922285
72.1818,62.610069274902344,79.3166460213688
59.5503,52.36543273925781,74.0081895848416
51.9461,25.447608947753906,44.21262652927544
78.114,51.6788330078125,73.57126357451489
62.3061,29.23546600341797,50.49444067997683
49.6404,29.203353881835938,50.444968496245565
53.4568,32.33232498168945,54.98744784803421
83.5027,50.63643264770508,72.88527334103128
67.9827,62.50143814086914,79.27070588353672
71.3248,38.74247741699219,62.73756180565397
38.6012,25.25846290588379,43.87411819201952
71.1256,51.401119232177734,73.3912053968379
81.9686,48.53284454345703,71.41353320181952
66.3431,38.85250473022461,62.85449254559353
63.203,28.490190505981445,49.330243656091625
49.1242,32.24034881591797,54.86163159200805
72.25,46.33625411987305,69.74303475135821
91.7312,64.5405044555664,80.10155169665813
62.3543,44.10408020019531,67.89322898128012
88.8258,62.0931282043457,79.09628970520862
89.1236,72.6551513671875,82.82739199975913
51.3923,45.001949310302734,68.65659708855674
80.5959,67.36286163330078,81.14832311689679
53.278,20.81627655029297,35.16699951712508
72.125,52.47743225097656,74.0783644671028
62.4847,49.2131462097168,71.90269342555257
78.8212,47.76539993286133,70.84599792942754
78.9434,52.17857360839844,73.89042962579697
75.6131,58.469547271728516,77.4211499303492
62.0506,37.10374069213867,60.935647635385976
11.3333,12.106283187866211,13.063753131224075
68.6814,54.84853744506836,75.49466270211269
48.3714,35.1063346862793,58.57875079799851
47.7432,41.81698989868164,65.82430240033136
18.6333,19.25371742248535,31.730109562631696
15.3576,21.488990783691406,36.58377363211184
26.2575,16.270893096923828,24.562610674023745
76.4971,54.09354019165039,75.05774499892141
71.1184,55.42652130126953,75.82060144694697
56.0826,31.720287322998047,54.141726400950574
75.4464,35.37417984008789,58.905498561114655
67.8351,46.2142333984375,69.64600025399704
66.1105,27.609561920166016,47.910555920549086
81.3545,62.07990646362305,79.09059551701648
83.5217,70.8841552734375,82.30342959777045
55.0282,55.19308090209961,75.6898379236809
74.3393,44.92245101928711,68.59007507833303
76.8795,45.86344528198242,69.36447190605395
69.1073,50.63235092163086,72.88253232564603
63.4225,45.155738830566406,68.78470330721757
33.0114,17.026567459106445,26.45749048491416
64.399,53.18986129760742,74.51768027583603
61.749,41.494144439697266,65.51719206968846
38.2139,25.731714248657227,44.71644040485262
