MOS,y_test_pred,y_test_pred_logistic
4.4,1.1480589972601996,3.9135913446990704
4.24,1.1573070371993865,3.9961264318378205
4.14,1.105288823445638,3.426227047434847
4.14,1.1445803786769058,3.880327620535906
4.12,1.1172961899728486,3.5788901201642775
4.039999999999999,1.147136071715692,3.9048842824880623
4.02,1.1279923410126658,3.705291421112999
4.02,1.1598722284490413,4.017510637163635
4.0,1.1467126788515034,3.9008613149414644
4.0,1.1444338403566918,3.878899759797907
3.94,1.127604436392736,3.7008838236150345
3.92,1.1259066456496114,3.6814311529182318
3.92,1.1099837332060842,3.487125687665248
3.8999999999999995,1.1515698288426255,3.9459321742349984
3.88,1.1173148107047033,3.5791185654579194
3.86,1.0839145737464981,3.1352454374872116
3.84,1.1194378245960583,3.6049802070658687
3.8200000000000003,1.1366842250631313,3.8003452743398167
3.8200000000000003,1.0948157840304904,3.2858623502393245
3.8,1.1369127215761128,3.802746224098352
3.8,1.131679689041292,3.7464921561900844
3.798245614,1.1265276128595525,3.6885762978488774
3.785714286,1.100290308094988,3.359926065243981
3.78,1.1281168388597893,3.706703109748585
3.78,1.1119355577411074,3.5120059029058734
3.7599999999999993,1.138220372826162,3.816388175221711
3.7599999999999993,1.1043398500692965,3.4137491002224447
3.7599999999999993,1.1390434226604422,3.8248884337027453
3.7599999999999993,1.1373260960434421,3.807076827370252
3.7400000000000007,1.1334800334891888,3.7661427595282646
3.7400000000000007,1.1300469986116044,3.728405920972797
3.7400000000000007,1.1271548608336786,3.695758255278505
3.7400000000000007,1.1318660312228732,3.7485403769009507
3.72,1.0929714164348563,3.2606273547604676
3.7,1.1219843469484887,3.635507301528508
3.7,1.1210699466743854,3.624608783035792
3.7,1.1334312708690912,3.765614598656312
3.7,1.1239381269975142,3.658552198704656
3.692946058,1.123040998824919,3.6480117829887737
3.6799999999999997,1.114242389948681,3.541056043065468
3.6799999999999997,1.0990321515786527,3.343027423051616
3.6799999999999997,1.1553676104304766,3.979525912353891
3.66,1.0900193513041794,3.219993418481219
3.66,1.1174573994646169,3.580866970318703
3.64,1.0978433917267154,3.326990485181735
3.64,1.1120576184205335,3.513552817481256
3.64,1.1222113021696456,3.638201235607312
3.62,1.1203319087173,3.6157605115428386
3.62,1.1063145531548395,3.439652733854002
3.62,1.0911548017251371,3.2356549928872003
3.6000000000000005,1.0965985962838838,3.310128217542915
3.586872587,1.1082183568164556,3.4643954498875584
3.58,1.113952925710967,3.5374325247173353
3.58,1.1084930920841718,3.467946576759284
3.58,1.1158958300195558,3.5616311154355325
3.5714285710000007,1.116960949367947,3.574772536889047
3.56,1.1083226637406782,3.465744271235251
3.56,1.109977413909604,3.4870447010499888
3.56,1.1277686803027838,3.7027517426180285
3.54,1.1065290913437351,3.4424525441255795
3.54,1.0870807339446713,3.1792983237746553
3.52,1.1182882039233892,3.591021599693368
3.52,1.079637055445199,3.0755205633108584
3.52,1.1180989332873412,3.588713125484187
3.5,1.1333773641875295,3.7650304557948835
3.5,1.1372370093759865,3.8061449489281016
3.48,1.1071098019378354,3.450016459238878
3.48,1.0781189889618845,3.0542985685110597
3.48,1.1343909947559088,3.7759676262155795
3.469230769,1.1018053112608013,3.3801671191431035
3.46,1.1057849845500907,3.4327293547630244
3.46,1.1145302069307577,3.544652649491759
3.44,1.1189224551422428,3.5987360567735003
3.44,1.0735394737937234,2.990313509359074
3.42,1.1070447016243983,3.449169577843353
3.42,1.081408568102904,3.1002743325830258
3.42,1.132894207732846,3.759782459682595
3.4,1.0892250176632043,3.209014949579719
3.4,1.048396515123772,2.6490938894560694
3.38,1.0981308522850577,3.330874539541678
3.38,1.1170635030727194,3.5760331021447564
3.36,1.107404285007053,3.4538439535112957
3.34,1.082799757369841,3.1196968857563654
3.34,1.0956709794323853,3.297518773796118
3.34,1.113088800449564,3.526578002112531
3.34,1.0706878816238556,2.9505740595637944
3.32,1.121058261755741,3.624469052354259
3.32,1.084492731576014,3.1433024594703647
3.308641975,1.1189382726495916,3.598928025329496
3.3,1.0878745955650253,3.19031288374242
3.3,1.0964963026721068,3.308739494024422
3.3,1.1053503980540267,3.427034813875842
3.3,1.108805993590692,3.471984913951413
3.28,1.1111184515134254,3.501622895420818
3.26,1.0615027745564778,2.8238386627015286
3.26,1.0868340501881608,3.1758728459231227
3.26,1.1210192478064336,3.624002431574537
3.26,1.0983693575618243,3.3340942174526695
