MOS,y_test_pred,y_test_pred_logistic
3.435,1.0710180359657364,3.087745099131424
3.282,1.090380341115624,3.3825785560868793
3.429,1.069743300929214,3.069188688278137
2.5380000000000003,1.0214079558247267,2.436412331807237
2.273,1.0225336479418206,2.4496816912215196
3.145,1.0734470059173276,3.12338913029347
3.14,1.0372142358259722,2.628849323865889
2.8690000000000007,1.065638253183076,3.0101241690987823
2.372,1.0096307523322827,2.3014390587203772
2.841,1.0841187082155785,3.284514800253898
3.281,1.0919667927905767,3.407848358367744
2.589,1.0871680577596028,3.331939195169542
3.425,1.111055268181695,3.7258542373792887
3.092,1.1171815852926235,3.8335812093775616
3.172,1.0998424183238635,3.5358900118713286
3.4160000000000004,1.076273465397382,3.165341544564303
3.458,1.1065481359308416,3.6483918755544775
2.99,1.0945964485707909,3.4501181140032915
1.838,0.9726916804458156,1.9206637647385387
3.325,1.1021944874464864,3.5749810952363354
3.596,1.0988619255297112,3.5197110570710084
3.559,1.1016495637219361,3.565889227319461
2.427,0.9827102314342152,2.017900122958188
2.83,1.012768889918472,2.3367258068238415
3.107,1.069191489556823,3.0611877112641515
2.9210000000000003,1.0738195265182342,3.12888898845584
2.968,1.057778531854803,2.899933804880765
3.1,1.064534148784599,2.99441688122843
3.254,1.0870955977777037,3.3308050059521075
2.121,0.9779345387160177,1.9710135398907227
3.282,1.0701888980287495,3.075663611855781
2.864,1.0642485763087417,2.990366497887655
2.291,0.9989968405829536,2.1854150584696406
3.097,1.0799982860834911,3.221418811092532
2.862,1.0334961342089104,2.5823793921814464
3.011,1.0537572918516216,2.844997296165753
3.393,1.114408213682849,3.7844619467172946
2.9810000000000003,1.1022269605386137,3.575523572206966
3.073,1.0774972029406615,3.1836652155189142
4.331000000000001,1.1378085974491003,4.217823943058099
3.576,1.1051937450062146,3.6254065891547738
2.352,1.0931455631448765,3.426736865918392
2.9730000000000003,1.1141917874114682,3.780653376101056
2.479,1.0159232785003354,2.3726878812798646
3.42,1.0983229165125374,3.5108460550098664
3.656,1.0812070538299252,3.239812147733181
1.71,0.966320827753857,1.8610271177393167
3.27,1.0855474953699593,3.306657852820935
3.418,1.0988560011892607,3.519613508256967
3.9169999999999994,1.1077492839158183,3.6688889264622575
2.729,1.0369080582050363,2.6249940512101726
2.436,1.0523415478793057,2.8258837096245575
2.674,1.0438174045447148,2.713260013250557
2.798,1.0833328998450078,3.272394722518165
3.659,1.1013544159706192,3.5609736948178212
4.085000000000001,1.1359682564783578,4.182147104701342
3.559,1.0913189878367415,3.39750886789556
1.879,0.9820236051925505,2.0110981477949963
3.9299999999999997,1.1281538298635772,4.033744833846407
2.324,1.0169698493649262,2.384729710972102
3.249,1.1196739601366448,3.878225593641131
3.275,1.078576502173838,3.1999069686510944
3.256,1.0807310547491518,3.232557566288032
3.5980000000000008,1.1221790313720703,3.92358115883139
3.173,1.073067231611772,3.1177913177506196
3.6950000000000003,1.108001410359084,3.6732048240092947
3.153,1.0707342167093297,3.0836046345533723
3.249,1.0963726814347083,3.4789424943610383
3.063,1.0917478233876854,3.4043501920839843
3.472,1.100103127835977,3.5402034628294765
3.059,1.0828043812453145,3.2642661590254103
2.908,1.1013552347819011,3.560987323046
1.539,0.9745373581395005,1.9382561883973592
3.346,1.0982041599774601,3.5088956528993354
3.265,1.05408233103126,2.849402217938523
3.581,1.116145837186563,3.815168551573722
