MOS,y_test_pred,y_test_pred_logistic
25.08,29.303600311279297,22.880264369471266
43.78,41.49266052246094,33.839737923547474
63.4,66.82781982421875,56.615658838714836
60.7,76.79022216796875,64.31558742566327
38.99,52.03099060058594,43.60772902104365
0.21,14.789251327514648,11.344433659503988
64.68,87.1799545288086,71.14901615315303
22.64,36.55023956298828,29.30663831273424
16.69,44.299652099609375,36.442303949065405
33.8,44.13795852661133,36.29210971105586
69.62,55.99156951904297,47.2195076646307
25.39,28.08892822265625,21.838772383654675
34.66,50.57547378540039,42.26621578649306
64.3,52.33544921875,43.887537584257615
13.96,12.024438858032227,9.40234302157723
22.47,27.849937438964844,21.635260146763013
12.85,21.69970703125,16.573653670303404
30.86,33.114627838134766,26.218975424096865
49.85,70.87845611572266,59.87195350905789
47.8,54.45191192626953,45.82332403284222
67.38,72.40156555175781,61.0532082037014
27.86,47.054203033447266,39.002290937799145
32.72,38.8580436706543,31.412711076420695
61.85,56.627925872802734,47.793134600724315
69.0,73.80086517333984,62.11655479007965
82.52,95.2772445678711,75.58679705714995
4.5,1.0935841798782349,2.610642114661079
76.43,82.17183685302734,68.01497874438473
68.62,74.56966400146484,62.69165353131855
33.32,45.80516815185547,37.84143895906469
27.84,42.75139617919922,35.00531190035271
23.3,21.848527908325195,16.69185836137405
36.1,64.7796859741211,54.909932988937555
69.78,77.08650207519531,64.52802780634494
73.71,85.68511199951172,70.24495259789353
68.07,88.2607192993164,71.78603225364097
71.76,66.0882797241211,56.004115130701265
61.12,71.94203186035156,60.69939917719364
55.78,71.4344711303711,60.306007111678895
-0.85,0.3559682071208954,2.2035257083924655
23.58,23.806896209716797,18.26788394347965
28.29,26.546958923339844,20.5341634326272
22.59,41.66839599609375,34.00227834202781
23.61,30.299169540405273,23.74245636369982
31.73,40.35639190673828,32.79056535449301
45.07,53.990753173828125,45.40304335835879
33.02,77.26567840576172,64.65601297496478
