MOS,y_test_pred,y_test_pred_logistic
4.4,4.043203353881836,4.034502393000357
4.24,4.228451251983643,4.128288707808023
4.14,3.267949104309082,3.5085205205902916
4.14,3.5334835052490234,3.7121035141051015
4.12,3.4017457962036133,3.613863086298576
4.04,3.3340611457824707,3.5612369443635434
4.02,3.1248278617858887,3.3903725302737255
4.02,4.076971054077148,4.052511633087744
4.0,3.6830859184265137,3.8164875701302003
4.0,4.292971134185791,4.158131190692487
3.94,3.596583366394043,3.757089574604727
3.92,3.806460380554199,3.896535583311069
3.92,3.7183051109313965,3.8399033316550795
3.9,3.8278937339782715,3.9098744781536823
3.88,3.336961269378662,3.5635203305636685
3.86,2.431335926055908,2.7756162893149026
3.84,3.2956643104553223,3.5307727575984953
3.82,3.7748756408691406,3.8765716917609208
3.82,2.9552931785583496,3.244496808896687
3.8,3.800630569458008,3.8928782483165785
3.8,3.4302539825439453,3.635602242382375
3.798245614,3.2552103996276855,3.4982208493210787
3.785714286,2.735409736633301,3.048952106991621
3.78,3.636000633239746,3.7844857961222274
3.78,3.213498592376709,3.464188379889606
3.76,3.483541965484619,3.6755342258682577
3.76,3.2895164489746094,3.5258554394752473
3.76,3.5191421508789062,3.701688277866298
3.76,3.81939697265625,3.904606778069647
3.74,3.4936342239379883,3.682991716849141
3.74,3.386153221130371,3.601864416050448
3.74,3.359767436981201,3.5813887603179775
3.74,3.3832406997680664,3.599614799745099
3.72,3.3138489723205566,3.545254090833799
3.7,3.4209108352661133,3.6285060230945883
3.7,3.4537086486816406,3.653292476567788
3.7,3.585094451904297,3.7490015932048903
3.7,3.456427574157715,3.6553316268588567
3.692946058,3.1033482551574707,3.372212048939248
3.68,3.747478485107422,3.8589588821956338
3.68,3.622006416320801,3.77482220992108
3.68,3.553999423980713,3.7268808996220337
3.66,3.2998762130737305,3.534135379998118
3.66,3.408295154571533,3.6188801552448098
3.64,3.151766300201416,3.4129993183496783
3.64,3.395267963409424,3.608887545262096
3.64,3.53755521774292,3.7150477844101717
3.62,3.281644344329834,3.5195433302067776
3.62,3.227214813232422,3.4754304490044974
3.62,3.0727944374084473,3.346206037659233
3.6,2.9466676712036133,3.2369365384081945
3.586872587,3.304978370666504,3.538201921982559
3.58,3.3565187454223633,3.57885301868288
3.58,3.194657802581787,3.448666612278075
3.58,2.900704860687256,3.196465318197125
3.571428571,3.576756000518799,3.743102625749986
3.56,3.080624580383301,3.3528895968343813
3.56,3.394559383392334,3.6083424964015873
3.56,3.482205867767334,3.674544401537915
3.54,3.1043858528137207,3.3730916710792886
3.54,3.0969924926757812,3.3668188185879995
3.52,3.115328311920166,3.382353629866611
3.52,2.7705421447753906,3.0804978392473013
3.52,2.9948525428771973,3.2790167517354454
3.5,3.1373510360717773,3.400912311139872
3.5,3.5253500938415527,3.706205299241487
3.48,3.1210646629333496,3.3871983237583008
3.48,2.835432529449463,3.1385245363659964
3.48,3.1053147315979004,3.3738789261120252
3.469230769,3.134012222290039,3.3981058265126003
3.46,2.9883241653442383,3.2733380938863945
3.46,3.4478821754455566,3.648914605230833
3.44,3.5332584381103516,3.711940602230938
3.44,2.998488426208496,3.2821761809012795
3.42,2.8775157928466797,3.175938391345359
3.42,2.701889991760254,3.018795176669003
3.42,3.1612682342529297,3.4209395967104346
3.4,2.536803722381592,2.870072304310876
3.4,2.8525819778442383,3.153794695889202
3.38,3.079716205596924,3.352114895167206
3.38,2.775486469268799,3.084931080543422
3.36,3.219705581665039,3.469281850842853
3.34,2.520378589630127,2.855311291158885
3.34,2.565227746963501,2.895646628385088
3.34,2.985400676727295,3.2707927425611407
3.34,2.9315733909606934,3.2236791718864826
3.32,3.1403846740722656,3.403460028696811
3.32,2.917288303375244,3.211101845161877
3.308641975,3.6765432357788086,3.8120883230709097
3.3,2.8534250259399414,3.1545445539592856
3.3,3.1860666275024414,3.4415588794825203
3.3,3.2388858795166016,3.4849571313162824
3.3,2.8475608825683594,3.149327035708743
3.28,3.1954078674316406,3.4492862787456975
3.26,3.018172264099121,3.2992396748693453
3.26,2.838837146759033,3.1415584977277344
3.26,2.9547038078308105,3.2439805927350527
3.26,2.5785164833068848,2.9076134594138954
3.24,3.061877727508545,3.3368667148486684
3.24,3.387944221496582,3.603246467724134
3.24,2.8756699562072754,3.174301589953447
3.24,2.437105655670166,2.7807596779872807
3.24,2.4446277618408203,2.7874701246270925
3.22,2.689088821411133,3.007267050497008
3.22,2.960592746734619,3.2491361190325456
3.2,3.012263774871826,3.294125092958143
3.2,2.8019471168518066,3.108625486528179
3.2,2.8895316123962402,3.1865832599245136
3.2,2.944517135620117,3.235049806936681
3.18,2.6947994232177734,3.0124103746902655
3.18,3.090395927429199,3.3612119849830955
3.18,2.847954750061035,3.1496775881911168
3.16,2.773421287536621,3.083079580073593
3.16,3.1002187728881836,3.369557604833735
3.16,2.7788467407226562,3.0879430185950274
3.16,3.061493396759033,3.3365374735367963
3.14,2.6160178184509277,2.9414072839129064
3.14,2.876492500305176,3.17503103415814
3.12,3.657337188720703,3.799085559138621
3.12,2.6626601219177246,2.9834533647503765
3.12,3.2204322814941406,3.469877524222899
3.12,2.8849143981933594,3.182494965363388
3.1,3.2656078338623047,3.5066308835553244
3.1,2.557128429412842,2.888355943477096
3.1,2.896850109100342,3.193057850445147
3.1,2.152332067489624,2.5326093327881947
3.08,2.064974308013916,2.4596836378758358
3.08,2.4998855590820312,2.8369165115830826
3.08,3.0138649940490723,3.2955117920192483
3.08,2.8959760665893555,3.192284957409032
3.06,2.9785938262939453,3.26486070073385
3.06,3.0699925422668457,3.3438113319645524
3.06,2.5535941123962402,2.8851752771961205
3.04,2.055213451385498,2.451652476913674
3.02,2.811183452606201,3.1168828108103748
3.02,2.4548051357269287,2.796557835678147
3.0,2.9780068397521973,3.264348788036586
3.0,2.668447494506836,2.9886692900209715
2.98,2.7841453552246094,3.092690687300392
2.98,2.678391933441162,2.997630394279052
2.96,1.963788390159607,2.3776709375566805
2.96,2.7463626861572266,3.0587946672700443
2.94,1.9993983507156372,2.4062127608326245
2.94,2.453122615814209,2.7950548019440933
2.94,2.7176513671875,3.0329812819538686
2.92,1.9684213399887085,2.3813638847687457
2.9,2.781683921813965,3.0904854510031363
2.9,2.6658287048339844,2.98630914696823
2.88,1.9820986986160278,2.3923020233056134
2.88,2.7628097534179688,3.0735613795501933
2.86,2.9234046936035156,3.2164905931844476
2.86,2.1107916831970215,2.49770284071486
2.86,2.291840076446533,2.6525054208568983
2.86,2.487311840057373,2.825643993113587
2.82,1.369252324104309,1.9625465310240346
2.82,2.1983511447906494,2.5717300305732245
2.8,2.1816468238830566,2.5574772092191784
2.8,3.1517577171325684,3.4129921361609554
2.78,2.9587759971618652,3.2475462135362263
2.78,2.326902151107788,2.683193222572786
2.78,2.6414012908935547,2.9642902280381573
2.769874477,1.8022918701171875,2.2530010878739044
2.76,2.372544288635254,2.72341535954148
2.76,2.7748403549194336,3.0843518511223946
2.76,2.7622694969177246,3.073076586478045
2.76,2.429191827774048,2.7737058015578304
