MOS,y_test_pred,y_test_pred_logistic
4.4,4.361293908321496,3.777171312480064
4.24,4.440942937677557,3.8200463143332923
4.14,3.6468438042534723,3.300182678889776
4.14,4.282061644274779,3.732386743345466
4.12,3.736703583688447,3.368498307427898
4.039999999999999,5.117347794349747,4.102090838682094
4.02,3.905840632891414,3.491209773218788
4.02,4.440992259015941,3.8200721995077167
4.0,4.443109069207702,3.821182385733106
4.0,4.855669117937184,4.009504560530847
3.94,4.279758337772254,3.7310529895964857
3.92,4.086939647944287,3.6130712490611963
3.92,3.819862134528883,3.429841944450547
3.8999999999999995,4.340018532492898,3.76535500614073
3.88,4.012521454782197,3.564251845547086
3.86,3.6981312144886362,3.339420778434798
3.84,4.081683226306029,3.6096819227234676
3.8200000000000003,3.9329023264875316,3.5100710048787107
3.8200000000000003,3.650699499881629,3.303154583520654
3.8,3.9515849412089645,3.522961759154475
3.8,4.514962552773833,3.857973541850509
3.798245614,3.9467024369673296,3.519603265629992
3.785714286,3.821600095190183,3.4311036059458715
3.78,4.278957790798611,3.7305890034463474
3.78,3.9407607569839014,3.515506292595899
3.7599999999999993,4.460955070726799,3.8304819135765396
3.7599999999999993,3.4352096403488006,3.1322196984980044
3.7599999999999993,4.118981871942077,3.6335358612211106
3.7599999999999993,3.9159980542732007,3.4983152431419215
3.7400000000000007,4.471757985124684,3.83605922416009
3.7400000000000007,4.220647946752683,3.696210261964162
3.7400000000000007,3.81288069908065,3.424765219403188
3.7400000000000007,4.070717243233112,3.6025820384476157
3.72,3.945379392065183,3.5186919257251743
3.7,3.885954577513415,3.477209069446216
3.7,4.453271422723327,3.8264911232276253
3.7,4.5307105478614265,3.8658061897753937
3.7,3.629825476444129,3.287023652858977
3.692946058,3.6967119929766414,3.3383436833959834
3.6799999999999997,3.834665317728062,3.4405607470895445
3.6799999999999997,3.2617085774739585,2.989049491167041
3.6799999999999997,4.504923502604166,3.852937213791943
3.66,2.970510463521938,2.7441350150263224
3.66,4.412028919566762,3.8047301007158385
3.64,3.621567234848485,3.2806140447786527
3.64,3.6905252475931185,3.3336424682814547
3.64,4.0725748081399935,3.603787470270926
3.62,4.121737393465909,3.63527995134886
3.62,3.862536189532039,3.4605709264013518
3.62,3.390521116931029,3.095717220482877
3.6000000000000005,3.306450275459675,3.0263094857457715
3.586872587,3.888662627249053,3.4791226064904954
3.58,4.159596144550978,3.658987490348027
3.58,3.8232369471077967,3.43229108589245
3.58,3.6911728984177716,3.3341350559149223
3.5714285710000007,3.7887872252801453,3.4071402874674
3.56,3.640856810290404,3.295561072746726
3.56,4.055348097675978,3.5925654838359833
3.56,4.03854339291351,3.5815257982995545
3.54,3.6488086430713382,3.301697581890444
3.54,3.5028080795750474,3.1868178659661126
3.52,4.121679749151673,3.6352434914424814
3.52,3.6370097458964645,3.292586942165671
3.52,4.184636588048454,3.674405644667716
3.5,4.429758091165562,3.814155007790272
3.5,4.389791469381313,3.792758268506023
3.48,3.8776260530105744,3.471310407781508
3.48,3.272724344272806,2.998240789860813
3.48,3.909065940163352,3.4934693617746984
3.469230769,3.349285703716856,3.0617835279264227
3.46,3.594900420217803,3.25981170186773
3.46,3.6474837486190026,3.300676179955028
3.44,4.1614500103574805,3.660136153565003
3.44,3.104117037069918,2.856701406150027
3.42,3.6882151594065657,3.331884621357693
3.42,3.3480967512034407,3.060801827126023
3.42,4.193440755208334,3.6797767469549676
3.4,3.7666851005168875,3.390831407520724
3.4,2.9159379438920454,2.698332913762744
3.38,3.7483048872514204,3.3771683841006386
3.38,3.9562880390822284,3.5261898781612526
3.36,3.6625649808633205,3.3122781370520364
3.34,3.69447311247238,3.3366434955833055
3.34,3.8122148610124684,3.4242803214422244
3.34,3.9770067003038196,3.540328942402133
3.34,3.125297931709675,2.8745505315317033
3.32,3.8397873387192236,3.4442549714670925
3.32,3.8097950328480112,3.422517027779234
3.308641975,3.786682437164615,3.405592944129019
3.3,3.7436945751459914,3.373727177160764
3.3,3.5648211854876894,3.236161151877938
3.3,3.5911760426530934,3.2568938587630694
3.3,4.02537367078993,3.572810531092969
3.28,3.769858003866793,3.393180820261853
3.26,3.2029952232283776,2.9398979069545677
3.26,3.214530251242898,2.9495736411045486
3.26,4.161981447778567,3.6604652229842287
3.26,3.6928205393781566,3.335387740975097
3.24,3.8522345032354797,3.4532009282599603
3.24,3.5295467184047506,3.208186348654485
3.24,3.3463849925031566,3.0593881452619334
3.24,3.500332919034091,3.1848329846956522
3.24,3.1351954912898514,2.8828876635529443
3.22,3.470019099688289,3.160433541830762
3.22,3.531474257960464,3.209721439321618
3.2,3.6906386866714014,3.333728754855885
3.2,3.484662296796086,3.172240334564263
3.2,3.0476260715060763,2.8090755749169376
3.2,3.2460700141059027,2.9759831564087813
3.18,3.5159676291725854,3.1973515160980277
3.18,3.188827360519255,2.9280028311075927
3.18,3.742010867956913,3.372469033571332
3.16,4.101824827868529,3.6226200558892945
3.16,3.9340324016532513,3.510853786968746
3.16,3.7244013006036933,3.3592658688594303
3.16,3.18200806897096,2.9222735534269404
3.14,3.354125668304135,3.0657779927037465
3.14,3.0123902908479323,2.7793819597918064
3.12,4.126916133996212,3.6385510089189017
3.12,3.506430577750158,3.189720765948681
3.12,4.043599138356218,3.584856705148786
3.12,3.579983797940341,3.2481072816704177
3.1,3.6324533790048927,3.2890600081468557
3.1,3.0343464552754105,2.79788198341714
3.1,3.1955449268071336,2.933644199993547
3.1,3.333650377061632,3.048859876918644
3.08,2.8904485220860954,2.6770080682752972
3.08,3.0251578899345013,2.790138510562232
3.08,3.533005377258917,3.2109403012673434
3.08,3.597879429056187,3.2621434078429408
3.06,3.4456930449514678,3.1407378662565497
3.06,3.1810308899542297,2.921452372978261
3.06,3.027727069276752,2.7923034663951865
3.04,3.202617144343829,2.939580630064773
3.02,3.5983954535590277,3.2625471086106366
3.02,3.185473509509154,2.925185372102448
3.0,2.9440523398042933,2.72190716964763
3.0,3.137536867700442,2.8848595010474605
2.9800000000000004,3.627106945924085,3.2849153979155252
2.9800000000000004,3.1717153221669823,2.9136216120319762
2.96,3.14234153670494,2.888905323018909
2.96,3.069758405589094,2.827735062974491
2.94,2.7874483050722065,2.591457832929585
2.94,2.26581504128196,2.1874477505551218
2.94,3.269168121646149,2.9952747440041403
2.92,3.2168986002604165,2.9515591896980595
2.9,3.129743325589883,2.8782954004458157
2.9,2.5200824159564394,2.376762759430924
2.88,2.524888626252762,2.3804984517002388
2.88,3.944467563821812,3.5180635261967126
2.86,3.096102319582544,2.849945421823432
2.86,3.5640585542929295,3.2355590244183032
2.86,3.0017301000729955,2.770404242192665
2.86,3.1904850198764994,2.929395153525956
2.82,2.534948792120423,2.388334740811167
2.82,2.7566949092980586,2.5661550413596523
2.8,2.452935729363952,2.325138729319725
2.8,3.456537111841067,3.1495301229310195
2.78,3.0884531965159407,2.8434969355299082
2.78,3.425656405362216,3.1244420245233906
2.78,3.9110178321298927,3.494835296626693
2.769874477,3.0909627278645835,2.8456126209006056
2.76,2.9929908212989265,2.763046966152487
2.76,2.442573316169508,2.3172694518478627
2.76,2.812815194178109,2.6124198978489064
2.76,2.7339881357520515,2.5475570594089447
2.74,2.6948479546440973,2.515682748532643
2.74,3.5147418397845644,3.1963717070488236
2.72,3.3134184557982165,3.0320943200705157
2.72,3.1341144292041507,2.881977170772206
2.7,3.697451813052399,3.3389052208222267
2.7,3.431866886639836,3.129499868708121
2.68,3.204709447995581,2.941336344760859
2.66,2.875865435359454,2.664831277442314
2.66,2.954928003176294,2.73103949216225
2.64,2.8647448607165407,2.6555583123545494
2.62,3.5394452027600223,3.2160617138691157
2.6,3.2741233748619,2.9994073272488615
2.58,3.28579681088226,3.0091337198960497
2.58,2.933300904553346,2.712885958344449
2.54,2.5716266054095644,2.4170933285187166
2.5199999999999996,3.289645416568024,3.0123375402129717
2.5,2.8178509028270993,2.6165903193076647
2.5,2.7601358432962435,2.5689797585781635
2.4800000000000004,2.810946223711727,2.610872821641801
2.46,2.77040084684738,2.5774161500116666
2.46,2.585340865934738,2.427920205448327
2.46,2.2778714883207067,2.196023524976379
2.46,3.5282848627880368,3.207181013998924
2.44,2.842020208185369,2.636645978841846
2.44,3.169034553296638,2.911367375067031
2.44,2.31886337742661,2.2254973335218526
2.42,2.814670138888889,2.613955766226046
2.4,2.5199407712377684,2.37665274386101
2.4,2.8060671103121058,2.6068359793142726
2.38,3.130838413431187,2.8792178398598356
2.36,3.0328456994258994,2.7966171439429237
2.36,2.5263286552043875,2.3816187537117552
2.3,3.655179110440341,3.3066029702715243
2.3,2.3454132080078125,2.2448425596908876
2.299595142,3.2322108721492264,2.9643872531120037
2.28,3.185819067136206,2.925475691046377
2.28,2.731448395083649,2.5454815860052573
2.26,3.134090847439236,2.8819573093467996
2.26,3.046315048680161,2.80797038930159
2.24,2.469026816011679,2.3374112165312724
2.24,2.3044783466994163,2.21509915167135
2.24,2.471370812618371,2.339204256519767
2.22,2.4378595833826546,2.3136987421350774
2.22,2.507716785777699,2.367175696711233
2.2,2.724345351710464,2.5396821584128713
2.2,2.9731149384469697,2.746324966520158
2.18,3.3134170686355744,3.03209316900021
2.16,3.0750871138139204,2.832227881304646
2.14,1.7445345021257497,1.8610460345572841
2.14,1.5390362209743924,1.757352997754705
2.1,1.9062247228140783,1.9526446164423308
2.1,2.762349909002131,2.5707981892614855
2.08,1.5099101981731375,1.7437879752531575
2.08,2.0885086830216224,2.0664561297485022
2.08,2.095065954959754,2.0707542251763136
1.98,2.3762251728712913,2.2675383444196617
1.98,2.6780313819345802,2.5020642068558105
1.98,2.861253064088147,2.6526490219733994
1.94,3.2164795230133363,2.9512078756186564
1.86,2.2076483832465277,2.146683108308539
1.843137255,1.7517455129912405,1.864942248366891
1.84,1.957926509356258,1.983800519676036
1.84,2.099047728259154,2.0733709378675753
1.828125,1.9737949563999369,1.9935430272071062
1.7400000000000002,1.1915328285910867,1.612894462748108
1.72972973,1.6014334938742898,1.7873501365046502
1.68,2.022278988000118,2.023830245944529
1.66,1.6386039040305398,1.8058325148502679
1.614785992,1.5445337391862966,1.759944454500296
1.6,1.0306238116640034,1.5580494507166174
1.56,1.585589283644551,1.779611429060223
1.52,3.1078867286142677,2.859878739435124
1.48,1.9490390353732638,1.9783808756859702
1.22,1.4024999599264125,1.6961245862357226
