MOS,y_test_pred,y_test_pred_logistic
25.08,69.00733947753906,32.89674618113405
43.78,75.85419464111328,37.63722864829388
63.4,89.65581512451172,47.89042372374941
60.7,94.16719818115234,51.38207313998538
38.99,62.29403305053711,28.529466698996973
0.21,22.040435791015625,9.017042242701073
64.68,103.2000961303711,58.4631170713083
22.64,70.81810760498047,34.12380165449948
16.69,49.893165588378906,21.27990706114466
33.8,58.779747009277344,26.364037324916662
69.62,104.27225494384766,59.30557659271927
25.39,80.91954803466797,41.30637632698225
34.66,82.13278198242188,42.203079680351614
64.3,81.45381927490234,41.70046334451774
13.96,58.56999969482422,26.237518324332424
22.47,60.711761474609375,27.543914306193802
12.85,74.41207122802734,36.61659806619549
30.86,83.94226837158203,43.55203397486341
49.85,56.93018341064453,25.259110016980454
47.8,66.7018051147461,31.363886320173744
67.38,116.78177642822266,69.02020704571923
27.86,104.53377532958984,59.51099401868361
32.72,65.36848449707031,30.492944295683433
61.85,101.38849639892578,57.039143517266304
69.0,100.85811614990234,56.622294189003526
82.52,98.0056381225586,54.38268377344864
4.5,4.318246364593506,3.805826152906042
76.43,116.91284942626953,69.12004112796308
68.62,111.3611068725586,64.84828083481462
33.32,82.5199203491211,42.49055043253118
27.84,62.62383270263672,28.737047192175158
23.3,34.85554504394531,13.984733511256167
36.1,68.7602310180664,32.73085462259146
69.78,130.38058471679688,79.00272137051424
73.71,121.5928726196289,72.64457481870785
68.07,116.76973724365234,69.01103439289325
71.76,109.9631118774414,63.7610058934221
61.12,105.02732849121094,59.8985610995824
55.78,105.95909881591797,60.62977875285737
-0.85,-4.832115173339844,1.749376086017901
23.58,50.53453063964844,21.627672627788673
28.29,58.11345672607422,25.963205451085944
22.59,93.82030487060547,51.11202435160842
23.61,75.32112121582031,37.25864988591999
31.73,59.25163269042969,26.649808363846443
45.07,88.4918212890625,46.99795718227824
33.02,77.29178619384766,38.66562399701061
